date,max_temp,min_temp,avg_temp
1895-01-01,24.96,4.48,14.72
1895-02-01,27.88,2.25,15.06
1895-03-01,35.51,11.12,23.31
1895-04-01,55.49,26.22,40.86
1895-05-01,57.78,31.86,44.82
1895-06-01,61.16,36.25,48.7
1895-07-01,71.82,43.02,57.42
1895-08-01,72.84,43.54,58.19
1895-09-01,60.75,34.5,47.62
1895-10-01,53.69,27.12,40.41
1895-11-01,35.69,14.4,25.03
1895-12-01,26.87,8.44,17.65
1896-01-01,31.26,9.57,20.41
1896-02-01,37.78,15.15,26.46
1896-03-01,34.07,10.71,22.39
1896-04-01,44.98,21.54,33.26
1896-05-01,50.85,30.85,40.86
1896-06-01,72.19,39.7,55.96
1896-07-01,73.76,47.86,60.82
1896-08-01,72.12,43.92,58.03
1896-09-01,57.15,35.47,46.31
1896-10-01,52.2,26.83,39.51
1896-11-01,23.4,5.58,14.47
1896-12-01,37.27,19.53,28.4
1897-01-01,29.66,5.09,17.37
1897-02-01,29.64,8.69,19.17
1897-03-01,28.72,6.06,17.38
1897-04-01,47.17,25.11,36.14
1897-05-01,64.49,36.23,50.36
1897-06-01,63.23,39.56,51.4
1897-07-01,70.12,42.84,56.5
1897-08-01,72.63,44.62,58.62
1897-09-01,66.13,38.66,52.39
1897-10-01,47.19,29.03,38.12
1897-11-01,33.24,15.89,24.57
1897-12-01,24.42,9.84,17.13
1898-01-01,20.93,4.26,12.6
1898-02-01,36.0,13.21,24.6
1898-03-01,30.72,6.35,18.54
1898-04-01,50.59,25.09,37.85
1898-05-01,51.98,32.56,42.28
1898-06-01,65.82,39.27,52.56
1898-07-01,73.15,43.79,58.48
1898-08-01,73.62,46.65,60.13
1898-09-01,62.11,33.98,48.04
1898-10-01,43.14,23.99,33.57
1898-11-01,31.19,12.18,21.69
1898-12-01,24.42,4.12,14.27
1899-01-01,26.47,6.91,16.68
1899-02-01,18.82,-6.48,6.17
1899-03-01,28.9,6.21,17.55
1899-04-01,45.72,22.41,34.07
1899-05-01,52.93,29.28,41.13
1899-06-01,65.16,37.22,51.21
1899-07-01,76.28,43.29,59.79
1899-08-01,71.04,39.43,55.24
1899-09-01,65.61,35.69,50.65
1899-10-01,47.19,24.55,35.87
1899-11-01,41.25,21.36,31.3
1899-12-01,27.46,8.02,17.74
1900-01-01,29.62,12.15,20.88
1900-02-01,26.64,4.15,15.39
1900-03-01,41.02,17.96,29.5
1900-04-01,48.87,27.37,38.12
1900-05-01,61.36,34.79,48.07
1900-06-01,74.52,42.84,58.68
1900-07-01,75.25,42.93,59.09
1900-08-01,72.32,42.94,57.63
1900-09-01,59.76,35.06,47.41
1900-10-01,50.79,27.86,39.33
1900-11-01,34.25,13.95,24.1
1900-12-01,32.45,15.53,23.99
1901-01-01,25.99,9.72,17.85
1901-02-01,26.64,4.37,15.49
