,date,max_temp,min_temp,avg_temp
1309,2004-02-01,34.81,12.42,23.59
1310,2004-03-01,46.78,22.71,34.75
1311,2004-04-01,51.58,26.87,39.24
1312,2004-05-01,55.15,32.77,43.97
1313,2004-06-01,63.46,38.91,51.19
1314,2004-07-01,73.18,45.68,59.43
1315,2004-08-01,69.71,42.69,56.21
1316,2004-09-01,61.41,37.04,49.23
1317,2004-10-01,50.31,29.62,39.97
1318,2004-11-01,40.33,18.45,29.39
1319,2004-12-01,33.51,15.31,24.42
1320,2005-01-01,32.74,12.96,22.84
1321,2005-02-01,37.45,11.12,24.3
1322,2005-03-01,41.67,18.5,30.07
1323,2005-04-01,48.81,24.67,36.75
1324,2005-05-01,55.08,32.54,43.81
1325,2005-06-01,63.81,39.56,51.69
1326,2005-07-01,77.74,46.99,62.37
1327,2005-08-01,72.39,43.7,58.05
1328,2005-09-01,63.19,37.47,50.34
1329,2005-10-01,53.51,31.06,42.3
1330,2005-11-01,39.13,19.49,29.3
1331,2005-12-01,29.16,10.72,19.94
1332,2006-01-01,34.86,16.59,25.74
1333,2006-02-01,31.1,9.03,20.07
1334,2006-03-01,39.87,16.16,28.0
1335,2006-04-01,52.07,27.7,39.88
1336,2006-05-01,60.71,33.78,47.25
1337,2006-06-01,71.06,42.28,56.68
1338,2006-07-01,79.72,49.86,64.8
1339,2006-08-01,74.41,43.68,59.04
1340,2006-09-01,62.76,37.31,50.04
1341,2006-10-01,48.09,26.67,37.38
1342,2006-11-01,38.32,19.96,29.14
1343,2006-12-01,32.31,12.72,22.51
1344,2007-01-01,27.55,4.91,16.23
1345,2007-02-01,33.46,14.58,24.03
1346,2007-03-01,47.3,23.59,35.46
1347,2007-04-01,49.39,26.78,38.08
1348,2007-05-01,60.87,33.98,47.43
1349,2007-06-01,70.56,41.95,56.26
1350,2007-07-01,81.54,51.48,66.51
1351,2007-08-01,75.07,46.38,60.73
1352,2007-09-01,64.49,37.89,51.19
1353,2007-10-01,50.56,29.28,39.92
1354,2007-11-01,40.17,19.29,29.73
1355,2007-12-01,26.08,8.76,17.42
1356,2008-01-01,26.51,6.37,16.43
1357,2008-02-01,34.57,13.32,23.94
1358,2008-03-01,37.27,13.37,25.32
1359,2008-04-01,45.57,18.41,31.98
1360,2008-05-01,54.7,32.5,43.61
1361,2008-06-01,64.81,38.71,51.76
1362,2008-07-01,76.95,46.13,61.54
1363,2008-08-01,75.74,44.67,60.22
1364,2008-09-01,62.24,35.71,48.97
1365,2008-10-01,51.44,28.98,40.21
1366,2008-11-01,42.89,23.77,33.33
1367,2008-12-01,26.29,6.8,16.54
1368,2009-01-01,31.91,11.71,21.81
1369,2009-02-01,35.83,13.26,24.55
1370,2009-03-01,39.04,15.62,27.32
1371,2009-04-01,47.48,24.17,35.82
1372,2009-05-01,59.02,32.43,45.73
1373,2009-06-01,61.88,39.11,50.5
1374,2009-07-01,72.59,44.53,58.57
1375,2009-08-01,71.87,43.77,57.83
1376,2009-09-01,70.3,39.52,54.93
1377,2009-10-01,41.9,22.23,32.05
1378,2009-11-01,41.88,19.71,30.79
1379,2009-12-01,23.41,3.67,13.53
1380,2010-01-01,32.7,12.16,22.42
1381,2010-02-01,33.04,11.14,22.08
1382,2010-03-01,45.27,19.65,32.45
1383,2010-04-01,48.34,23.74,36.05
1384,2010-05-01,51.57,28.38,39.97
1385,2010-06-01,63.93,40.21,52.07
1386,2010-07-01,74.52,45.12,59.83
1387,2010-08-01,72.88,44.17,58.53
1388,2010-09-01,66.92,37.51,52.21
1389,2010-10-01,56.26,32.52,44.4
1390,2010-11-01,35.44,16.36,25.9
1391,2010-12-01,30.97,12.67,21.81
1392,2011-01-01,29.44,11.17,20.32
1393,2011-02-01,27.61,5.49,16.54
1394,2011-03-01,40.37,18.75,29.55
1395,2011-04-01,43.81,21.88,32.85
1396,2011-05-01,51.19,31.32,41.25
1397,2011-06-01,63.93,38.61,51.28
1398,2011-07-01,77.02,46.94,61.99
1399,2011-08-01,76.3,46.27,61.29
1400,2011-09-01,68.68,38.89,53.8
1401,2011-10-01,52.74,32.13,42.44
1402,2011-11-01,36.54,15.76,26.15
1403,2011-12-01,31.1,9.86,20.48
1404,2012-01-01,33.35,14.02,23.68
1405,2012-02-01,32.61,11.17,21.88
1406,2012-03-01,47.28,23.65,35.47
1407,2012-04-01,53.47,28.29,40.89
1408,2012-05-01,57.29,32.04,44.67
1409,2012-06-01,70.43,40.77,55.6
1410,2012-07-01,79.32,49.19,64.26
1411,2012-08-01,76.96,45.99,61.48
1412,2012-09-01,68.72,39.11,53.92
1413,2012-10-01,49.14,27.45,38.3
1414,2012-11-01,41.11,22.14,31.62
1415,2012-12-01,29.64,10.87,20.25
1416,2013-01-01,30.06,9.86,19.96
1417,2013-02-01,32.34,11.59,21.96
1418,2013-03-01,41.47,16.07,28.76
1419,2013-04-01,44.55,20.23,32.4
1420,2013-05-01,57.92,35.33,46.63
1421,2013-06-01,68.94,41.27,55.11
1422,2013-07-01,77.85,48.47,63.16
1423,2013-08-01,76.8,47.84,62.33
1424,2013-09-01,63.37,41.97,52.68
1425,2013-10-01,46.69,26.01,36.36
1426,2013-11-01,39.58,19.53,29.55
1427,2013-12-01,26.49,7.79,17.13
1428,2014-01-01,32.83,12.16,22.5
1429,2014-02-01,26.83,6.71,16.75
1430,2014-03-01,40.44,18.28,29.37
1431,2014-04-01,48.67,24.42,36.55
1432,2014-05-01,59.67,34.36,47.01
1433,2014-06-01,63.41,39.33,51.39
1434,2014-07-01,76.75,47.43,62.1
1435,2014-08-01,69.78,45.86,57.83
1436,2014-09-01,64.24,38.86,51.55
1437,2014-10-01,56.16,32.25,44.2
1438,2014-11-01,34.84,14.45,24.64
1439,2014-12-01,32.0,14.9,23.45
1440,2015-01-01,35.71,15.24,25.47
1441,2015-02-01,38.01,16.47,27.23
1442,2015-03-01,48.49,22.62,35.56
1443,2015-04-01,50.52,25.56,38.05
1444,2015-05-01,54.77,34.84,44.82
1445,2015-06-01,72.91,45.48,59.2
1446,2015-07-01,72.41,45.72,59.07
1447,2015-08-01,73.6,45.1,59.36
1448,2015-09-01,68.74,40.78,54.77
1449,2015-10-01,56.48,34.81,45.66
1450,2015-11-01,35.55,16.38,25.95
1451,2015-12-01,29.86,11.3,20.57
1452,2016-01-01,33.01,15.22,24.12
1453,2016-02-01,40.1,19.09,29.61
1454,2016-03-01,43.54,20.62,32.07
1455,2016-04-01,51.85,29.43,40.64
1456,2016-05-01,56.89,34.41,45.66
1457,2016-06-01,73.9,43.93,58.93
1458,2016-07-01,75.72,46.02,60.87
1459,2016-08-01,74.39,44.64,59.52
1460,2016-09-01,62.89,39.09,50.99
1461,2016-10-01,51.73,32.76,42.24
1462,2016-11-01,45.45,25.21,35.33
1463,2016-12-01,24.67,4.53,14.59
1464,2017-01-01,26.4,5.27,15.84
1465,2017-02-01,35.42,16.11,25.75
1466,2017-03-01,45.88,26.44,36.16
1467,2017-04-01,48.74,26.29,37.53
1468,2017-05-01,59.52,33.46,46.49
1469,2017-06-01,67.77,41.65,54.72
1470,2017-07-01,79.21,48.67,63.93
1471,2017-08-01,73.51,45.27,59.4
1472,2017-09-01,61.95,38.12,50.04
1473,2017-10-01,49.71,26.78,38.25
1474,2017-11-01,39.79,21.43,30.61
1475,2017-12-01,31.46,12.85,22.15
1476,2018-01-01,34.16,15.44,24.8
1477,2018-02-01,27.19,6.4,16.79
1478,2018-03-01,40.91,18.19,29.55
1479,2018-04-01,48.54,24.15,36.36
1480,2018-05-01,61.12,37.44,49.28
1481,2018-06-01,66.83,41.41,54.12
1482,2018-07-01,77.11,47.35,62.24
1483,2018-08-01,73.08,44.55,58.82
1484,2018-09-01,66.27,37.4,51.84
1485,2018-10-01,49.48,28.06,38.77
1486,2018-11-01,36.59,16.84,26.73
1487,2018-12-01,30.33,10.96,20.64
