date,dtype,temp
1981-12-01,min,12.79
1982-01-01,max,23.56
1982-01-01,avg,13.78
1982-01-01,min,4.03
1982-02-01,max,29.52
1982-02-01,avg,19.04
1982-02-01,min,8.56
1982-03-01,max,37.89
1982-03-01,avg,27.68
1982-03-01,min,17.47
1982-04-01,max,44.28
1982-04-01,avg,31.6
1982-04-01,min,18.93
1982-05-01,max,53.64
1982-05-01,avg,41.74
1982-05-01,min,29.84
1982-06-01,max,61.05
1982-06-01,avg,49.77
1982-06-01,min,38.5
1982-07-01,max,71.01
1982-07-01,avg,58.39
1982-07-01,min,45.75
1982-08-01,max,75.49
1982-08-01,avg,60.69
1982-08-01,min,45.9
1982-09-01,max,59.02
1982-09-01,avg,47.86
1982-09-01,min,36.66
1982-10-01,max,46.62
1982-10-01,avg,37.4
1982-10-01,min,28.18
1982-11-01,max,32.52
1982-11-01,avg,23.97
1982-11-01,min,15.42
1982-12-01,max,27.7
1982-12-01,avg,19.9
1982-12-01,min,12.11
1983-01-01,max,34.48
1983-01-01,avg,25.47
1983-01-01,min,16.47
1983-02-01,max,37.35
1983-02-01,avg,26.6
1983-02-01,min,15.87
1983-03-01,max,39.83
1983-03-01,avg,30.24
1983-03-01,min,20.64
1983-04-01,max,43.32
1983-04-01,avg,32.05
1983-04-01,min,20.8
1983-05-01,max,52.5
1983-05-01,avg,41.32
1983-05-01,min,30.13
1983-06-01,max,62.87
1983-06-01,avg,50.83
1983-06-01,min,38.75
1983-07-01,max,73.06
1983-07-01,avg,59.13
1983-07-01,min,45.19
1983-08-01,max,75.88
1983-08-01,avg,62.64
1983-08-01,min,49.39
1983-09-01,max,61.54
1983-09-01,avg,49.03
1983-09-01,min,36.52
1983-10-01,max,52.05
1983-10-01,avg,41.25
1983-10-01,min,30.43
1983-11-01,max,33.87
1983-11-01,avg,26.85
1983-11-01,min,19.83
1983-12-01,max,16.45
1983-12-01,avg,7.29
1983-12-01,min,-1.86
1984-01-01,max,27.57
1984-01-01,avg,19.04
1984-01-01,min,10.51
1984-02-01,max,34.7
1984-02-01,avg,23.16
1984-02-01,min,11.62
1984-03-01,max,38.37
1984-03-01,avg,28.72
1984-03-01,min,19.09
1984-04-01,max,45.03
1984-04-01,avg,33.42
1984-04-01,min,21.83
1984-05-01,max,55.56
1984-05-01,avg,43.54
1984-05-01,min,31.5
1984-06-01,max,63.73
1984-06-01,avg,51.15
1984-06-01,min,38.57
1984-07-01,max,75.11
1984-07-01,avg,61.34
1984-07-01,min,47.57
1984-08-01,max,74.16
1984-08-01,avg,60.66
1984-08-01,min,47.16
1984-09-01,max,57.78
1984-09-01,avg,45.23
1984-09-01,min,32.68
1984-10-01,max,45.27
1984-10-01,avg,34.07
1984-10-01,min,22.86
1984-11-01,max,36.28
1984-11-01,avg,26.69
1984-11-01,min,17.08
1984-12-01,max,24.93
1984-12-01,avg,14.31
1984-12-01,min,3.7
1985-01-01,max,25.21
1985-01-01,avg,14.0
1985-01-01,min,2.79
1985-02-01,max,26.76
1985-02-01,avg,14.83
1985-02-01,min,2.91
1985-03-01,max,38.62
1985-03-01,avg,25.38
1985-03-01,min,12.15
1985-04-01,max,52.25
1985-04-01,avg,39.07
1985-04-01,min,25.92
1985-05-01,max,60.46
1985-05-01,avg,47.48
1985-05-01,min,34.5
1985-06-01,max,67.64
1985-06-01,avg,53.89
1985-06-01,min,40.14
1985-07-01,max,76.59
1985-07-01,avg,62.08
1985-07-01,min,47.57
1985-08-01,max,70.93
1985-08-01,avg,55.99
1985-08-01,min,41.04
1985-09-01,max,54.84
1985-09-01,avg,43.79
1985-09-01,min,32.74
1985-10-01,max,49.19
1985-10-01,avg,37.24
1985-10-01,min,25.27
1985-11-01,max,24.01
1985-11-01,avg,15.31
1985-11-01,min,6.64
1985-12-01,max,26.29
1985-12-01,avg,17.55
1985-12-01,min,8.8
1986-01-01,max,34.2
1986-01-01,avg,24.94
1986-01-01,min,15.69
1986-02-01,max,31.33
1986-02-01,avg,21.94
1986-02-01,min,12.54
1986-03-01,max,47.35
1986-03-01,avg,35.78
1986-03-01,min,24.22
1986-04-01,max,47.77
1986-04-01,avg,36.68
1986-04-01,min,25.57
1986-05-01,max,57.34
1986-05-01,avg,44.17
1986-05-01,min,30.99
1986-06-01,max,72.05
1986-06-01,avg,57.36
1986-06-01,min,42.67
1986-07-01,max,70.7
1986-07-01,avg,56.66
1986-07-01,min,42.64
1986-08-01,max,73.78
1986-08-01,avg,59.05
1986-08-01,min,44.31
1986-09-01,max,53.67
1986-09-01,avg,43.92
1986-09-01,min,34.16
1986-10-01,max,51.28
1986-10-01,avg,39.76
1986-10-01,min,28.22
1986-11-01,max,34.2
1986-11-01,avg,24.73
1986-11-01,min,15.26
1986-12-01,max,30.74
1986-12-01,avg,20.53
1986-12-01,min,10.35
1987-01-01,max,28.24
1987-01-01,avg,18.3
1987-01-01,min,8.38
1987-02-01,max,35.24
1987-02-01,avg,24.44
1987-02-01,min,13.66
1987-03-01,max,40.26
1987-03-01,avg,29.07
1987-03-01,min,17.89
1987-04-01,max,58.39
1987-04-01,avg,43.29
1987-04-01,min,28.17
1987-05-01,max,61.29
1987-05-01,avg,49.05
1987-05-01,min,36.79
1987-06-01,max,69.28
1987-06-01,avg,55.47
1987-06-01,min,41.63
1987-07-01,max,70.81
1987-07-01,avg,57.83
1987-07-01,min,44.83
1987-08-01,max,69.69
1987-08-01,avg,55.56
1987-08-01,min,41.45
1987-09-01,max,67.01
1987-09-01,avg,51.8
1987-09-01,min,36.59
1987-10-01,max,55.47
1987-10-01,avg,41.41
1987-10-01,min,27.34
1987-11-01,max,39.49
1987-11-01,avg,30.09
1987-11-01,min,20.68
1987-12-01,max,27.57
1987-12-01,avg,19.08
1987-12-01,min,10.6
1988-01-01,max,25.36
1988-01-01,avg,15.85
1988-01-01,min,6.35
1988-02-01,max,34.16
1988-02-01,avg,22.96
1988-02-01,min,11.79
1988-03-01,max,38.34
1988-03-01,avg,26.8
1988-03-01,min,15.26
1988-04-01,max,52.05
1988-04-01,avg,39.0
1988-04-01,min,25.95
1988-05-01,max,60.6
1988-05-01,avg,47.34
1988-05-01,min,34.05
1988-06-01,max,77.22
1988-06-01,avg,61.38
1988-06-01,min,45.52
1988-07-01,max,79.77
1988-07-01,avg,63.61
1988-07-01,min,47.44
1988-08-01,max,75.58
1988-08-01,avg,59.7
1988-08-01,min,43.83
1988-09-01,max,62.67
1988-09-01,avg,49.19
1988-09-01,min,35.71
1988-10-01,max,58.59
1988-10-01,avg,45.5
1988-10-01,min,32.41
1988-11-01,max,33.82
1988-11-01,avg,25.56
1988-11-01,min,17.29
1988-12-01,max,28.83
1988-12-01,avg,19.33
1988-12-01,min,9.81
1989-01-01,max,28.51
1989-01-01,avg,18.73
1989-01-01,min,8.98
1989-02-01,max,21.83
1989-02-01,avg,11.37
1989-02-01,min,0.91
1989-03-01,max,39.24
1989-03-01,avg,28.44
1989-03-01,min,17.67
1989-04-01,max,49.19
1989-04-01,avg,36.88
1989-04-01,min,24.55
1989-05-01,max,56.52
1989-05-01,avg,44.67
1989-05-01,min,32.81
1989-06-01,max,66.31
1989-06-01,avg,52.81
1989-06-01,min,39.29
1989-07-01,max,79.41
1989-07-01,avg,64.08
1989-07-01,min,48.74
1989-08-01,max,71.42
1989-08-01,avg,57.65
1989-08-01,min,43.88
1989-09-01,max,64.29
1989-09-01,avg,50.11
1989-09-01,min,35.91
1989-10-01,max,48.9
1989-10-01,avg,38.84
1989-10-01,min,28.76
1989-11-01,max,38.34
1989-11-01,avg,29.55
1989-11-01,min,20.77
1989-12-01,max,28.24
1989-12-01,avg,18.9
1989-12-01,min,9.55
1990-01-01,max,30.09
1990-01-01,avg,21.88
1990-01-01,min,13.71
1990-02-01,max,32.02
1990-02-01,avg,20.93
1990-02-01,min,9.86
1990-03-01,max,41.72
1990-03-01,avg,29.64
1990-03-01,min,17.58
1990-04-01,max,50.14
1990-04-01,avg,38.53
1990-04-01,min,26.91
1990-05-01,max,53.89
1990-05-01,avg,42.39
1990-05-01,min,30.88
1990-06-01,max,67.21
1990-06-01,avg,53.69
1990-06-01,min,40.15
1990-07-01,max,74.37
1990-07-01,avg,60.19
1990-07-01,min,45.99
1990-08-01,max,74.19
1990-08-01,avg,59.92
1990-08-01,min,45.66
1990-09-01,max,70.16
1990-09-01,avg,55.85
1990-09-01,min,41.54
1990-10-01,max,48.81
1990-10-01,avg,37.62
1990-10-01,min,26.42
1990-11-01,max,38.91
1990-11-01,avg,29.77
1990-11-01,min,20.62
1990-12-01,max,20.14
1990-12-01,avg,9.75
1990-12-01,min,-0.63
1991-01-01,max,25.79
1991-01-01,avg,16.09
1991-01-01,min,6.4
1991-02-01,max,40.66
1991-02-01,avg,29.91
1991-02-01,min,19.17
1991-03-01,max,39.18
1991-03-01,avg,27.82
1991-03-01,min,16.47
1991-04-01,max,43.63
1991-04-01,avg,33.67
1991-04-01,min,23.74
1991-05-01,max,53.89
1991-05-01,avg,43.45
1991-05-01,min,33.01
1991-06-01,max,66.27
1991-06-01,avg,53.31
1991-06-01,min,40.35
1991-07-01,max,76.57
1991-07-01,avg,61.45
1991-07-01,min,46.35
1991-08-01,max,76.77
1991-08-01,avg,61.99
1991-08-01,min,47.19
1991-09-01,max,63.0
1991-09-01,avg,50.47
1991-09-01,min,37.92
1991-10-01,max,50.23
1991-10-01,avg,37.99
1991-10-01,min,25.74
1991-11-01,max,31.8
1991-11-01,avg,22.71
1991-11-01,min,13.62
1991-12-01,max,31.71
1991-12-01,avg,22.01
1991-12-01,min,12.33
1992-01-01,max,32.83
1992-01-01,avg,22.08
1992-01-01,min,11.35
1992-02-01,max,40.55
1992-02-01,avg,29.21
1992-02-01,min,17.87
1992-03-01,max,46.67
1992-03-01,avg,34.5
1992-03-01,min,22.33
1992-04-01,max,52.57
1992-04-01,avg,40.55
1992-04-01,min,28.51
1992-05-01,max,61.93
1992-05-01,avg,48.79
1992-05-01,min,35.64
1992-06-01,max,65.86
1992-06-01,avg,53.74
1992-06-01,min,41.63
1992-07-01,max,67.77
1992-07-01,avg,55.17
1992-07-01,min,42.58
1992-08-01,max,72.45
1992-08-01,avg,57.74
1992-08-01,min,43.02
1992-09-01,max,63.55
1992-09-01,avg,49.71
1992-09-01,min,35.87
1992-10-01,max,53.49
1992-10-01,avg,41.61
1992-10-01,min,29.73
1992-11-01,max,32.99
1992-11-01,avg,24.31
1992-11-01,min,15.66
1992-12-01,max,23.79
1992-12-01,avg,14.97
1992-12-01,min,6.17
1993-01-01,max,25.66
1993-01-01,avg,15.42
1993-01-01,min,5.2
1993-02-01,max,29.08
1993-02-01,avg,17.33
1993-02-01,min,5.58
1993-03-01,max,42.73
1993-03-01,avg,31.37
1993-03-01,min,20.01
1993-04-01,max,46.35
1993-04-01,avg,35.4
1993-04-01,min,24.48
1993-05-01,max,60.49
1993-05-01,avg,47.89
1993-05-01,min,35.31
1993-06-01,max,60.87
1993-06-01,avg,49.73
1993-06-01,min,38.59
1993-07-01,max,64.71
1993-07-01,avg,52.47
1993-07-01,min,40.21
1993-08-01,max,68.47
1993-08-01,avg,54.97
1993-08-01,min,41.45
1993-09-01,max,61.7
1993-09-01,avg,48.09
1993-09-01,min,34.48
1993-10-01,max,50.16
1993-10-01,avg,38.91
1993-10-01,min,27.66
1993-11-01,max,31.87
1993-11-01,avg,21.69
1993-11-01,min,11.52
1993-12-01,max,30.72
1993-12-01,avg,21.72
1993-12-01,min,12.72
1994-01-01,max,32.0
1994-01-01,avg,23.32
1994-01-01,min,14.65
1994-02-01,max,29.08
1994-02-01,avg,18.28
1994-02-01,min,7.52
1994-03-01,max,43.43
1994-03-01,avg,30.92
1994-03-01,min,18.43
1994-04-01,max,50.02
1994-04-01,avg,37.38
1994-04-01,min,24.73
1994-05-01,max,62.44
1994-05-01,avg,49.46
1994-05-01,min,36.48
1994-06-01,max,69.37
1994-06-01,avg,55.11
1994-06-01,min,40.86
1994-07-01,max,75.29
1994-07-01,avg,60.22
1994-07-01,min,45.14
1994-08-01,max,77.5
1994-08-01,avg,61.7
1994-08-01,min,45.88
1994-09-01,max,68.18
1994-09-01,avg,53.56
1994-09-01,min,38.93
1994-10-01,max,47.64
1994-10-01,avg,37.94
1994-10-01,min,28.22
1994-11-01,max,31.32
1994-11-01,avg,21.81
1994-11-01,min,12.33
1994-12-01,max,30.99
1994-12-01,avg,22.62
1994-12-01,min,14.27
1995-01-01,max,30.34
1995-01-01,avg,21.04
1995-01-01,min,11.73
1995-02-01,max,35.85
1995-02-01,avg,26.02
1995-02-01,min,16.21
1995-03-01,max,37.99
1995-03-01,avg,27.41
1995-03-01,min,16.83
1995-04-01,max,44.44
1995-04-01,avg,33.31
1995-04-01,min,22.21
1995-05-01,max,53.19
1995-05-01,avg,42.08
1995-05-01,min,30.96
1995-06-01,max,63.39
1995-06-01,avg,51.03
1995-06-01,min,38.66
1995-07-01,max,72.9
1995-07-01,avg,58.89
1995-07-01,min,44.89
1995-08-01,max,76.44
1995-08-01,avg,60.85
1995-08-01,min,45.27
1995-09-01,max,63.07
1995-09-01,avg,50.16
1995-09-01,min,37.26
1995-10-01,max,46.53
1995-10-01,avg,35.91
1995-10-01,min,25.29
1995-11-01,max,38.5
1995-11-01,avg,30.06
1995-11-01,min,21.61
1995-12-01,max,31.3
1995-12-01,avg,21.9
1995-12-01,min,12.51
1996-01-01,max,25.12
1996-01-01,avg,15.69
1996-01-01,min,6.28
1996-02-01,max,31.51
1996-02-01,avg,20.73
1996-02-01,min,9.95
1996-03-01,max,36.16
1996-03-01,avg,25.0
1996-03-01,min,13.86
1996-04-01,max,48.11
1996-04-01,avg,36.55
1996-04-01,min,24.98
1996-05-01,max,51.3
1996-05-01,avg,41.47
1996-05-01,min,31.62
1996-06-01,max,70.32
1996-06-01,avg,55.56
1996-06-01,min,40.8
1996-07-01,max,77.0
1996-07-01,avg,61.57
1996-07-01,min,46.15
1996-08-01,max,76.5
1996-08-01,avg,60.53
1996-08-01,min,44.55
1996-09-01,max,60.73
1996-09-01,avg,47.89
1996-09-01,min,35.04
1996-10-01,max,50.43
1996-10-01,avg,38.86
1996-10-01,min,27.27
1996-11-01,max,35.91
1996-11-01,avg,26.98
1996-11-01,min,18.05
1996-12-01,max,26.8
1996-12-01,avg,19.22
1996-12-01,min,11.64
1997-01-01,max,26.82
1997-01-01,avg,17.58
1997-01-01,min,8.35
1997-02-01,max,32.05
1997-02-01,avg,21.36
1997-02-01,min,10.67
1997-03-01,max,41.94
1997-03-01,avg,29.86
1997-03-01,min,17.78
1997-04-01,max,43.09
1997-04-01,avg,31.21
1997-04-01,min,19.31
1997-05-01,max,59.16
1997-05-01,avg,46.26
1997-05-01,min,33.35
1997-06-01,max,67.57
1997-06-01,avg,55.04
1997-06-01,min,42.51
1997-07-01,max,71.98
1997-07-01,avg,58.73
1997-07-01,min,45.46
1997-08-01,max,72.23
1997-08-01,avg,58.98
1997-08-01,min,45.72
1997-09-01,max,65.28
1997-09-01,avg,52.9
1997-09-01,min,40.51
1997-10-01,max,49.68
1997-10-01,avg,39.0
1997-10-01,min,28.31
1997-11-01,max,37.33
1997-11-01,avg,27.09
1997-11-01,min,16.84
1997-12-01,max,29.98
1997-12-01,avg,20.7
1997-12-01,min,11.41
1998-01-01,max,29.3
1998-01-01,avg,20.89
1998-01-01,min,12.51
1998-02-01,max,34.77
1998-02-01,avg,24.4
1998-02-01,min,14.05
1998-03-01,max,38.7
1998-03-01,avg,27.61
1998-03-01,min,16.52
1998-04-01,max,49.06
1998-04-01,avg,37.0
1998-04-01,min,24.94
1998-05-01,max,59.11
1998-05-01,avg,46.11
1998-05-01,min,33.1
1998-06-01,max,57.27
1998-06-01,avg,46.98
1998-06-01,min,36.66
1998-07-01,max,78.21
1998-07-01,avg,63.52
1998-07-01,min,48.83
1998-08-01,max,75.24
1998-08-01,avg,60.94
1998-08-01,min,46.65
1998-09-01,max,68.67
1998-09-01,avg,55.87
1998-09-01,min,43.05
1998-10-01,max,51.35
1998-10-01,avg,40.39
1998-10-01,min,29.43
1998-11-01,max,37.9
1998-11-01,avg,30.56
1998-11-01,min,23.23
1998-12-01,max,27.5
1998-12-01,avg,18.43
1998-12-01,min,9.36
1999-01-01,max,31.66
1999-01-01,avg,23.07
1999-01-01,min,14.49
1999-02-01,max,35.51
1999-02-01,avg,25.77
1999-02-01,min,16.03
1999-03-01,max,44.6
1999-03-01,avg,30.97
1999-03-01,min,17.33
1999-04-01,max,44.91
1999-04-01,avg,33.64
1999-04-01,min,22.37
1999-05-01,max,54.32
1999-05-01,avg,42.67
1999-05-01,min,31.05
1999-06-01,max,63.95
1999-06-01,avg,51.44
1999-06-01,min,38.93
1999-07-01,max,75.87
1999-07-01,avg,60.19
1999-07-01,min,44.49
1999-08-01,max,74.55
1999-08-01,avg,60.26
1999-08-01,min,45.93
1999-09-01,max,60.69
1999-09-01,avg,47.14
1999-09-01,min,33.57
1999-10-01,max,55.4
1999-10-01,avg,42.35
1999-10-01,min,29.3
1999-11-01,max,47.77
1999-11-01,avg,36.72
1999-11-01,min,25.68
1999-12-01,max,32.95
1999-12-01,avg,23.58
1999-12-01,min,14.2
2000-01-01,max,31.15
2000-01-01,avg,22.15
2000-01-01,min,13.17
2000-02-01,max,37.69
2000-02-01,avg,27.79
2000-02-01,min,17.89
2000-03-01,max,43.27
2000-03-01,avg,30.96
2000-03-01,min,18.64
2000-04-01,max,52.25
2000-04-01,avg,39.63
2000-04-01,min,27.01
2000-05-01,max,57.15
2000-05-01,avg,46.17
2000-05-01,min,35.17
2000-06-01,max,66.92
2000-06-01,avg,53.31
2000-06-01,min,39.67
2000-07-01,max,78.21
2000-07-01,avg,62.74
2000-07-01,min,47.26
2000-08-01,max,76.95
2000-08-01,avg,61.72
2000-08-01,min,46.47
2000-09-01,max,63.25
2000-09-01,avg,49.82
2000-09-01,min,36.39
2000-10-01,max,50.43
2000-10-01,avg,40.05
2000-10-01,min,29.64
2000-11-01,max,29.77
2000-11-01,avg,19.31
2000-11-01,min,8.87
2000-12-01,max,29.55
2000-12-01,avg,19.2
2000-12-01,min,8.85
2001-01-01,max,32.45
2001-01-01,avg,21.25
2001-01-01,min,10.06
2001-02-01,max,29.66
2001-02-01,avg,18.91
2001-02-01,min,8.19
2001-03-01,max,42.91
2001-03-01,avg,31.33
2001-03-01,min,19.74
2001-04-01,max,48.61
2001-04-01,avg,37.0
2001-04-01,min,25.38
2001-05-01,max,61.54
2001-05-01,avg,47.68
2001-05-01,min,33.82
2001-06-01,max,67.57
2001-06-01,avg,54.3
2001-06-01,min,41.04
2001-07-01,max,76.73
2001-07-01,avg,62.37
2001-07-01,min,48.0
2001-08-01,max,79.0
2001-08-01,avg,63.23
2001-08-01,min,47.46
2001-09-01,max,68.34
2001-09-01,avg,54.37
2001-09-01,min,40.39
2001-10-01,max,50.54
2001-10-01,avg,39.15
2001-10-01,min,27.75
2001-11-01,max,42.53
2001-11-01,avg,32.7
2001-11-01,min,22.87
2001-12-01,max,29.41
2001-12-01,avg,20.21
2001-12-01,min,11.01
2002-01-01,max,27.64
2002-01-01,avg,18.84
2002-01-01,min,10.06
2002-02-01,max,33.6
2002-02-01,avg,21.09
2002-02-01,min,8.58
2002-03-01,max,34.12
2002-03-01,avg,22.96
2002-03-01,min,11.79
2002-04-01,max,46.71
2002-04-01,avg,34.95
2002-04-01,min,23.22
2002-05-01,max,55.98
2002-05-01,avg,43.39
2002-05-01,min,30.79
2002-06-01,max,68.13
2002-06-01,avg,54.54
2002-06-01,min,40.95
2002-07-01,max,79.39
2002-07-01,avg,64.04
2002-07-01,min,48.69
2002-08-01,max,71.06
2002-08-01,avg,56.44
2002-08-01,min,41.81
2002-09-01,max,63.9
2002-09-01,avg,50.97
2002-09-01,min,38.05
2002-10-01,max,45.28
2002-10-01,avg,34.05
2002-10-01,min,22.82
2002-11-01,max,37.85
2002-11-01,avg,28.13
2002-11-01,min,18.43
2002-12-01,max,31.75
2002-12-01,avg,23.29
2002-12-01,min,14.85
2003-01-01,max,35.91
2003-01-01,avg,26.85
2003-01-01,min,17.82
2003-02-01,max,30.36
2003-02-01,avg,19.11
2003-02-01,min,7.88
2003-03-01,max,39.13
2003-03-01,avg,29.28
2003-03-01,min,19.44
2003-04-01,max,51.26
2003-04-01,avg,39.06
2003-04-01,min,26.85
2003-05-01,max,57.58
2003-05-01,avg,45.46
2003-05-01,min,33.33
2003-06-01,max,64.96
2003-06-01,avg,51.85
2003-06-01,min,38.73
2003-07-01,max,81.18
2003-07-01,avg,65.26
2003-07-01,min,49.33
2003-08-01,max,77.49
2003-08-01,avg,62.92
2003-08-01,min,48.36
2003-09-01,max,62.91
2003-09-01,avg,49.28
2003-09-01,min,35.64
2003-10-01,max,56.62
2003-10-01,avg,43.56
2003-10-01,min,30.49
2003-11-01,max,32.0
2003-11-01,avg,22.33
2003-11-01,min,12.67
2003-12-01,max,32.58
2003-12-01,avg,23.74
2003-12-01,min,14.9
2004-01-01,max,30.4
2004-01-01,avg,20.37
2004-01-01,min,10.35
2004-02-01,max,34.81
2004-02-01,avg,23.59
2004-02-01,min,12.42
2004-03-01,max,46.78
2004-03-01,avg,34.75
2004-03-01,min,22.71
2004-04-01,max,51.58
2004-04-01,avg,39.24
2004-04-01,min,26.87
2004-05-01,max,55.15
2004-05-01,avg,43.97
2004-05-01,min,32.77
2004-06-01,max,63.46
2004-06-01,avg,51.19
2004-06-01,min,38.91
2004-07-01,max,73.18
2004-07-01,avg,59.43
2004-07-01,min,45.68
2004-08-01,max,69.71
2004-08-01,avg,56.21
2004-08-01,min,42.69
2004-09-01,max,61.41
2004-09-01,avg,49.23
2004-09-01,min,37.04
2004-10-01,max,50.31
2004-10-01,avg,39.97
2004-10-01,min,29.62
2004-11-01,max,40.33
2004-11-01,avg,29.39
2004-11-01,min,18.45
2004-12-01,max,33.51
2004-12-01,avg,24.42
2004-12-01,min,15.31
2005-01-01,max,32.74
2005-01-01,avg,22.84
2005-01-01,min,12.96
2005-02-01,max,37.45
2005-02-01,avg,24.3
2005-02-01,min,11.12
2005-03-01,max,41.67
2005-03-01,avg,30.07
2005-03-01,min,18.5
2005-04-01,max,48.81
2005-04-01,avg,36.75
2005-04-01,min,24.67
2005-05-01,max,55.08
2005-05-01,avg,43.81
2005-05-01,min,32.54
2005-06-01,max,63.81
2005-06-01,avg,51.69
2005-06-01,min,39.56
2005-07-01,max,77.74
2005-07-01,avg,62.37
2005-07-01,min,46.99
2005-08-01,max,72.39
2005-08-01,avg,58.05
2005-08-01,min,43.7
2005-09-01,max,63.19
2005-09-01,avg,50.34
2005-09-01,min,37.47
2005-10-01,max,53.51
2005-10-01,avg,42.3
2005-10-01,min,31.06
2005-11-01,max,39.13
2005-11-01,avg,29.3
2005-11-01,min,19.49
2005-12-01,max,29.16
2005-12-01,avg,19.94
2005-12-01,min,10.72
2006-01-01,max,34.86
2006-01-01,avg,25.74
2006-01-01,min,16.59
2006-02-01,max,31.1
2006-02-01,avg,20.07
2006-02-01,min,9.03
2006-03-01,max,39.87
2006-03-01,avg,28.0
2006-03-01,min,16.16
2006-04-01,max,52.07
2006-04-01,avg,39.88
2006-04-01,min,27.7
2006-05-01,max,60.71
2006-05-01,avg,47.25
2006-05-01,min,33.78
2006-06-01,max,71.06
2006-06-01,avg,56.68
2006-06-01,min,42.28
2006-07-01,max,79.72
2006-07-01,avg,64.8
2006-07-01,min,49.86
2006-08-01,max,74.41
2006-08-01,avg,59.04
2006-08-01,min,43.68
2006-09-01,max,62.76
2006-09-01,avg,50.04
2006-09-01,min,37.31
2006-10-01,max,48.09
2006-10-01,avg,37.38
2006-10-01,min,26.67
2006-11-01,max,38.32
2006-11-01,avg,29.14
2006-11-01,min,19.96
2006-12-01,max,32.31
2006-12-01,avg,22.51
2006-12-01,min,12.72
2007-01-01,max,27.55
2007-01-01,avg,16.23
2007-01-01,min,4.91
2007-02-01,max,33.46
2007-02-01,avg,24.03
2007-02-01,min,14.58
2007-03-01,max,47.3
2007-03-01,avg,35.46
2007-03-01,min,23.59
2007-04-01,max,49.39
2007-04-01,avg,38.08
2007-04-01,min,26.78
2007-05-01,max,60.87
2007-05-01,avg,47.43
2007-05-01,min,33.98
2007-06-01,max,70.56
2007-06-01,avg,56.26
2007-06-01,min,41.95
2007-07-01,max,81.54
2007-07-01,avg,66.51
2007-07-01,min,51.48
2007-08-01,max,75.07
2007-08-01,avg,60.73
2007-08-01,min,46.38
2007-09-01,max,64.49
2007-09-01,avg,51.19
2007-09-01,min,37.89
2007-10-01,max,50.56
2007-10-01,avg,39.92
2007-10-01,min,29.28
2007-11-01,max,40.17
2007-11-01,avg,29.73
2007-11-01,min,19.29
2007-12-01,max,26.08
2007-12-01,avg,17.42
2007-12-01,min,8.76
2008-01-01,max,26.51
2008-01-01,avg,16.43
2008-01-01,min,6.37
2008-02-01,max,34.57
2008-02-01,avg,23.94
2008-02-01,min,13.32
2008-03-01,max,37.27
2008-03-01,avg,25.32
2008-03-01,min,13.37
2008-04-01,max,45.57
2008-04-01,avg,31.98
2008-04-01,min,18.41
2008-05-01,max,54.7
2008-05-01,avg,43.61
2008-05-01,min,32.5
2008-06-01,max,64.81
2008-06-01,avg,51.76
2008-06-01,min,38.71
2008-07-01,max,76.95
2008-07-01,avg,61.54
2008-07-01,min,46.13
2008-08-01,max,75.74
2008-08-01,avg,60.22
2008-08-01,min,44.67
2008-09-01,max,62.24
2008-09-01,avg,48.97
2008-09-01,min,35.71
2008-10-01,max,51.44
2008-10-01,avg,40.21
2008-10-01,min,28.98
2008-11-01,max,42.89
2008-11-01,avg,33.33
2008-11-01,min,23.77
2008-12-01,max,26.29
2008-12-01,avg,16.54
2008-12-01,min,6.8
2009-01-01,max,31.91
2009-01-01,avg,21.81
2009-01-01,min,11.71
2009-02-01,max,35.83
2009-02-01,avg,24.55
2009-02-01,min,13.26
2009-03-01,max,39.04
2009-03-01,avg,27.32
2009-03-01,min,15.62
2009-04-01,max,47.48
2009-04-01,avg,35.82
2009-04-01,min,24.17
2009-05-01,max,59.02
2009-05-01,avg,45.73
2009-05-01,min,32.43
2009-06-01,max,61.88
2009-06-01,avg,50.5
2009-06-01,min,39.11
2009-07-01,max,72.59
2009-07-01,avg,58.57
2009-07-01,min,44.53
2009-08-01,max,71.87
2009-08-01,avg,57.83
2009-08-01,min,43.77
2009-09-01,max,70.3
2009-09-01,avg,54.93
2009-09-01,min,39.52
2009-10-01,max,41.9
2009-10-01,avg,32.05
2009-10-01,min,22.23
2009-11-01,max,41.88
2009-11-01,avg,30.79
2009-11-01,min,19.71
2009-12-01,max,23.41
2009-12-01,avg,13.53
2009-12-01,min,3.67
2010-01-01,max,32.7
2010-01-01,avg,22.42
2010-01-01,min,12.16
2010-02-01,max,33.04
2010-02-01,avg,22.08
2010-02-01,min,11.14
2010-03-01,max,45.27
2010-03-01,avg,32.45
2010-03-01,min,19.65
2010-04-01,max,48.34
2010-04-01,avg,36.05
2010-04-01,min,23.74
2010-05-01,max,51.57
2010-05-01,avg,39.97
2010-05-01,min,28.38
2010-06-01,max,63.93
2010-06-01,avg,52.07
2010-06-01,min,40.21
2010-07-01,max,74.52
2010-07-01,avg,59.83
2010-07-01,min,45.12
2010-08-01,max,72.88
2010-08-01,avg,58.53
2010-08-01,min,44.17
2010-09-01,max,66.92
2010-09-01,avg,52.21
2010-09-01,min,37.51
2010-10-01,max,56.26
2010-10-01,avg,44.4
2010-10-01,min,32.52
2010-11-01,max,35.44
2010-11-01,avg,25.9
2010-11-01,min,16.36
2010-12-01,max,30.97
2010-12-01,avg,21.81
2010-12-01,min,12.67
2011-01-01,max,29.44
2011-01-01,avg,20.32
2011-01-01,min,11.17
2011-02-01,max,27.61
